,layer_num,embed_dim,num_heads,mlp_ratio,max_OA,OA,AA,Kappa,retrain_time,num_params_subnet,flops
0,9,"[144, 144, 144, 144, 144, 144, 144, 144, 144]","[3, 3, 4, 4, 6, 5, 5, 4, 3]","[5, 4, 6, 6, 1, 4, 5, 3, 3]",86.1400,0.8591,0.8762,0.8471,0:05:59,2338119,117711104
0,6,"[96, 96, 96, 96, 96, 96]","[6, 4, 5, 6, 4, 4]","[5, 3, 1, 1, 3, 5]",85.7506,0.8575,0.8707,0.8453,0:05:08,589356,29827294
0,5,"[160, 160, 160, 160, 160]","[6, 4, 3, 6, 5]","[6, 4, 6, 3, 3]",85.1029,0.8480,0.8627,0.8351,0:04:57,1693108,83780942
0,10,"[240, 240, 240, 240, 240, 240, 240, 240, 240, 240]","[6, 5, 3, 6, 5, 3, 6, 4, 5, 4]","[4, 2, 6, 6, 3, 6, 3, 4, 3, 3]",87.6773,0.8692,0.8819,0.8580,0:06:34,7017855,350187600
0,5,"[192, 192, 192, 192, 192]","[6, 6, 6, 6, 4]","[3, 4, 2, 1, 6]",85.4083,0.8520,0.8647,0.8394,0:04:58,1988367,98519232
0,7,"[32, 32, 32, 32, 32, 32, 32]","[3, 3, 6, 5, 6, 4, 6]","[5, 3, 4, 2, 3, 5, 6]",83.0614,0.8306,0.8477,0.8161,0:05:22,97323,5154184
0,8,"[160, 160, 160, 160, 160, 160, 160, 160]","[3, 4, 5, 3, 4, 3, 3, 6]","[1, 4, 1, 3, 2, 6, 3, 2]",85.7178,0.8518,0.8671,0.8391,0:05:45,2005271,101174864
0,4,"[32, 32, 32, 32]","[4, 3, 6, 4]","[2, 1, 5, 5]",79.2818,0.7929,0.8097,0.7754,0:04:38,54019,2674392
0,8,"[32, 32, 32, 32, 32, 32, 32, 32]","[6, 6, 3, 6, 4, 6, 3, 5]","[5, 4, 1, 5, 2, 2, 2, 4]",82.5203,0.8252,0.8470,0.8102,0:05:36,95205,5185348
0,8,"[128, 128, 128, 128, 128, 128, 128, 128]","[3, 5, 3, 3, 5, 3, 4, 4]","[3, 6, 3, 3, 6, 4, 6, 2]",86.7754,0.8676,0.8818,0.8563,0:05:42,1651685,83161316
