,layer_num,embed_dim,num_heads,mlp_ratio,max_OA,OA,AA,Kappa,retrain_time,num_params_subnet,flops
0,8,"[112, 112, 112, 112, 112, 112, 112, 112]","[5, 3, 6, 6, 3, 4, 4, 5]","[6, 2, 2, 2, 2, 6, 6, 2]",84.6875,0.8423,0.9444,0.8263,0:05:57,1150438,58005220
0,5,"[64, 64, 64, 64, 64]","[6, 5, 4, 6, 3]","[2, 3, 2, 2, 4]",75.9287,0.7593,0.8943,0.7364,0:04:51,212585,10536358
0,8,"[32, 32, 32, 32, 32, 32, 32, 32]","[5, 3, 3, 3, 3, 4, 4, 6]","[1, 6, 4, 6, 2, 2, 1, 1]",73.1159,0.7310,0.8643,0.7053,0:05:13,93260,5006568
0,7,"[48, 48, 48, 48, 48, 48, 48]","[5, 4, 6, 3, 4, 6, 5]","[4, 5, 6, 3, 6, 2, 2]",75.9980,0.7600,0.9009,0.7371,0:05:13,214606,11006100
0,7,"[176, 176, 176, 176, 176, 176, 176]","[6, 6, 3, 5, 5, 5, 3]","[4, 2, 4, 4, 2, 4, 2]",91.7887,0.9179,0.9654,0.9088,0:06:11,2302943,114747402
0,8,"[48, 48, 48, 48, 48, 48, 48, 48]","[3, 3, 4, 6, 3, 6, 6, 6]","[4, 2, 3, 1, 5, 3, 4, 6]",76.8325,0.7683,0.9108,0.7464,0:05:27,225424,11773440
0,9,"[96, 96, 96, 96, 96, 96, 96, 96, 96]","[5, 3, 5, 5, 4, 5, 6, 3, 4]","[4, 5, 4, 2, 2, 3, 4, 4, 2]",87.5546,0.8755,0.9519,0.8623,0:06:04,929572,47395768
0,5,"[96, 96, 96, 96, 96]","[3, 5, 6, 3, 6]","[6, 5, 3, 3, 4]",83.3036,0.8331,0.9364,0.8162,0:04:57,613069,30268798
0,7,"[192, 192, 192, 192, 192, 192, 192]","[5, 4, 3, 6, 6, 6, 3]","[6, 2, 3, 2, 2, 1, 5]",91.1249,0.9112,0.9638,0.9014,0:06:15,2666506,132791036
0,9,"[240, 240, 240, 240, 240, 240, 240, 240, 240]","[4, 4, 4, 4, 3, 4, 6, 5, 5]","[6, 6, 1, 4, 5, 6, 5, 2, 2]",92.2397,0.9223,0.9698,0.9139,0:07:31,6453616,320809440
