layer_num,embed_dim,num_heads,mlp_ratio,dss,OA,flops,grasp,snip,zico,grad_norm,fisher,synflow,jacob_cov,zico_modified,zico_act,t_cet,NASWOT,croze,m_size,logsynflow
9,"[48, 48, 48, 48, 48, 48, 48, 48, 48]","[6, 6, 3, 5, 5, 5, 4, 3, 3]","[1, 1, 3, 6, 1, 1, 3, 4, 5]",42.2404670715332,0.8246,11651262,-2.597372531890869,5.448663711547852,330.2266,5.580786228179932,0.0414256863296031,1.2464751476027711,-1344.0648111099174,216.6667,8.693061538461539,26551.72,132.6483541068499,704.0220947265625,4694845,0.6439987300088568
10,"[112, 112, 112, 112, 112, 112, 112, 112, 112, 112]","[5, 5, 4, 4, 3, 6, 6, 5, 5, 6]","[3, 3, 5, 3, 1, 5, 2, 2, 1, 4]",271.11279296875,0.8525,65042502,-7.245356559753418,30.765316009521484,438.5064,13.628727912902832,0.0688464120030403,2.319876564162165,-1241.7043468483423,236.9336,9.20529534883721,42633.18,144.51623757619086,848.7055053710938,14567821,0.9002813392625453
8,"[144, 144, 144, 144, 144, 144, 144, 144]","[6, 4, 5, 5, 6, 6, 4, 6]","[6, 2, 2, 1, 6, 1, 4, 4]",545.7044677734375,0.877,90603968,-5.312970161437988,38.57930755615234,372.2175,13.288761138916016,0.1393402367830276,2.88116649840498,-1576.7627367462037,235.9265,9.7265,37108.57,147.4692171526412,710.9263305664062,12897325,1.0213039426170951
9,"[192, 192, 192, 192, 192, 192, 192, 192, 192]","[6, 3, 4, 3, 5, 6, 6, 3, 3]","[5, 3, 4, 6, 1, 4, 3, 2, 6]",1308.9073486328125,0.8862,196054460,-16.971128463745117,90.5702667236328,441.1258,22.279680252075195,0.3048286139965057,3.579150068536414,-1009.8144245234384,244.5072,10.085566666666669,45311.797,154.71902012417834,843.2852172851562,17998285,1.0821852556547211
10,"[240, 240, 240, 240, 240, 240, 240, 240, 240, 240]","[3, 5, 5, 4, 4, 5, 4, 3, 6, 6]","[1, 6, 6, 6, 4, 1, 3, 1, 1, 5]",2261.868408203125,0.875,316322160,-13.306937217712402,118.34493255615234,500.5514,24.39769172668457,0.2760685384273529,4.310541610178156,-943.5434022597155,248.6496,9.937295348837209,53745.99,156.40869754613738,925.8372802734376,28616173,1.2212303207550956
6,"[80, 80, 80, 80, 80, 80]","[6, 4, 6, 4, 5, 4]","[4, 2, 3, 4, 6, 6]",118.60619354248048,0.8842,25422152,-2.9680323600769043,12.611117362976074,255.4519,6.5475850105285645,0.0559954307973384,1.7844136577937206,-2802.105265513213,217.5987,9.10137037037037,23558.314,139.42789829212754,529.7384033203125,3832141,0.7606708843404704
5,"[176, 176, 176, 176, 176]","[6, 4, 4, 6, 4]","[4, 3, 4, 4, 4]",978.649169921875,0.8792,92086344,-8.136411666870117,38.00045776367188,250.0061,11.116995811462402,0.1559798568487167,3.3159706019578152,-1894.5980615589533,225.0756,9.72072608695652,24913.625,145.25384798196353,489.487060546875,5834077,1.0711440813320223
9,"[192, 192, 192, 192, 192, 192, 192, 192, 192]","[4, 4, 5, 3, 5, 5, 6, 6, 3]","[1, 4, 1, 2, 6, 1, 2, 3, 1]",1274.876708984375,0.8947,148919988,-11.648876190185549,68.28501892089844,429.3745,20.92123031616211,0.1917687058448791,3.505507947035284,-1226.7438757806403,240.8577,9.956466666666667,44460.895,148.32421353722012,808.3892822265625,18774157,1.016391040054998
9,"[112, 112, 112, 112, 112, 112, 112, 112, 112]","[5, 6, 4, 5, 5, 3, 3, 3, 4]","[5, 6, 6, 5, 6, 4, 5, 4, 4]",278.1728515625,0.8672,81929078,-4.267775535583496,33.39149475097656,407.1858,11.790552139282228,0.0950396060943603,2.358430240971483,-1516.859351975185,235.9509,9.708515384615383,40391.82,150.53448799226297,783.182861328125,10351549,0.9450915203687308
4,"[160, 160, 160, 160]","[3, 6, 4, 6]","[3, 6, 1, 2]",751.473388671875,0.823,52909262,-4.912745475769043,19.49430084228516,197.4917,7.071515083312988,0.0731664150953292,3.1246976280526724,-3719.406989463975,215.8631,9.368526315789474,18673.42,136.8797411023514,382.2685546875,3451725,1.0749152489297558
